dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Color scheme appreciated,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Invite requested,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Difficulty with pull down refresh,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Others,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Inability to save money,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,App downloaded but not working,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Fast transactions and good app design,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Incorrect income extraction from SingPass,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Unable to log in,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Delay in account activation,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Inability to add payees,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Slow processing and long wait times,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,App loading issues,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Lack of security,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Poor app functionality,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Deceiving the public,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,No option to add payees,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Insecure app,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
googlePlay,,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,"['please', 'option', 'payee', 'beneficiary', 'bank', 'account', 'number', 'everytime', 'transfer']",Credit card usage,Doesn t work on phone,0.141,0.0,0.859,0.3818,7,Passive,4,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",2023-07-21T10:23:34.226Z
